feature1,feature2,target
-1.73,-1.21,0.00
-1.09,0.05,0.00
-0.41,0.37,0.00
-0.62,-0.53,0.00
-0.52,1.25,0.00
-1.61,2.49,0.00
1.16,-1.56,1.00
0.20,-1.33,0.00
-1.08,1.31,0.00
-0.48,0.50,0.00
-0.29,-1.16,0.00
-1.17,-0.88,0.00
-0.51,1.92,0.00
-0.39,-1.43,0.00
-0.69,-0.49,0.00
-1.89,-0.51,0.00
-1.44,-1.12,0.00
-0.55,2.90,0.00
-0.52,0.75,0.00
-1.00,0.29,0.00
-1.10,0.15,0.00
-0.06,-0.71,0.00
-0.76,1.59,0.00
-0.39,-0.66,0.00
-0.84,-1.54,0.00
0.70,1.27,1.00
-1.30,-0.55,0.00
-1.15,-0.27,0.00
-0.98,-0.30,0.00
1.13,-0.65,1.00
-1.19,-0.30,0.00
-1.84,1.35,0.00
-0.07,-1.58,0.00
-1.20,-1.15,0.00
0.06,1.14,0.00
-1.75,0.79,0.00
-1.87,-1.11,0.00
-0.91,-0.68,0.00
-1.68,0.97,0.00
-1.93,1.11,0.00
-0.39,-0.85,0.00
-1.45,-0.77,0.00
-1.36,0.70,0.00
-1.49,-1.20,0.00
-0.95,0.13,0.00
-1.46,-1.33,0.00
-1.21,-1.36,0.00
1.05,0.80,1.00
1.10,-1.31,1.00
-1.06,-0.78,0.00
-0.46,1.47,0.00
-0.69,0.52,0.00
-0.20,-1.12,0.00
-1.01,-0.07,0.00
-0.85,0.41,0.00
-1.07,-0.68,0.00
-1.44,-1.47,0.00
-1.60,0.25,0.00
-1.40,-1.58,0.00
-0.29,2.45,0.00
-1.61,-1.20,0.00
-1.24,0.65,0.00
-0.36,0.58,0.00
-0.86,0.63,0.00
-1.08,-1.36,0.00
-0.57,-0.05,0.00
-0.63,1.42,0.00
-0.80,0.37,0.00
-0.49,-0.65,0.00
-0.58,1.37,0.00
-2.15,-1.56,0.00
1.08,-1.67,1.00
-1.55,-0.01,0.00
-1.09,0.40,0.00
-0.95,1.73,0.00
-1.11,-0.53,0.00
-0.97,1.33,0.00
-1.42,1.70,0.00
-0.87,-0.69,0.00
-0.78,-1.93,0.00
-0.67,2.05,0.00
-0.93,-1.51,0.00
-1.19,-0.49,1.00
-1.26,-1.37,0.00
0.89,1.30,1.00
-1.62,0.97,0.00
-0.67,1.18,0.00
-0.79,0.97,0.00
-1.43,1.85,0.00
0.81,-1.69,1.00
-1.78,1.65,0.00
-2.02,-1.27,0.00
-0.85,-0.61,0.00
-0.12,1.49,0.00
-0.78,0.77,0.00
-1.75,1.44,0.00
-0.54,1.72,0.00
-2.19,0.34,0.00
-0.94,-0.76,0.00
-0.44,1.17,0.00
-1.14,0.35,0.00
-1.59,-1.39,0.00
-0.80,1.05,0.00
-0.30,-0.52,0.00
-0.58,0.41,0.00
1.07,0.17,1.00
-0.72,-1.75,0.00
0.85,-1.65,1.00
-0.51,1.15,0.00
-1.20,-0.55,0.00
-1.02,0.63,0.00
-0.97,-0.01,0.00
-1.11,1.82,0.00
-0.91,2.40,0.00
-0.85,-1.48,0.00
-1.58,-0.91,0.00
-1.47,0.62,0.00
-0.78,-0.34,0.00
-1.02,0.27,0.00
-1.88,-1.38,0.00
-0.84,-1.03,0.00
0.37,0.39,0.00
-1.19,-0.74,0.00
-1.85,1.39,0.00
-0.36,1.06,0.00
-1.82,-1.26,0.00
-1.26,-1.59,0.00
-1.21,2.02,0.00
-1.28,-0.56,0.00
-1.30,-0.26,0.00
1.03,-2.34,1.00
-1.39,-1.43,0.00
1.09,-1.42,1.00
-0.73,1.49,0.00
-1.07,2.17,0.00
-1.67,-0.60,0.00
-0.45,-0.67,0.00
-1.26,0.19,0.00
0.06,1.19,0.00
0.99,-0.76,1.00
-0.92,0.64,0.00
-1.55,-0.11,0.00
0.80,1.42,1.00
-1.85,2.00,0.00
-0.23,1.54,0.00
-0.81,2.50,0.00
-1.42,0.96,0.00
-0.37,-1.64,0.00
-1.02,-0.79,0.00
-1.45,-0.76,0.00
-1.30,-1.01,0.00
-2.22,-1.63,0.00
-1.21,-1.65,0.00
-1.41,-1.19,0.00
-2.11,0.46,0.00
1.26,0.31,1.00
-0.98,-1.43,0.00
-0.91,-1.18,0.00
-0.77,-0.37,0.00
-0.80,-1.02,0.00
1.10,-2.15,1.00
-0.84,-1.75,0.00
-0.88,-1.02,0.00
1.01,-1.62,1.00
-0.67,0.39,0.00
-0.99,-1.07,0.00
-1.14,-0.48,0.00
-1.40,-0.70,0.00
-1.03,1.94,0.00
-0.91,-0.83,0.00
-0.18,0.74,0.00
-2.55,-0.44,0.00
-1.18,2.37,0.00
-1.33,-1.72,0.00
-1.97,-1.02,0.00
-0.90,-0.20,0.00
0.62,-0.69,0.00
-0.99,0.18,0.00
-1.58,-2.60,0.00
-1.61,0.81,0.00
-1.14,-1.41,0.00
-0.69,-0.25,0.00
1.13,0.65,1.00
-0.27,-0.30,1.00
-0.68,-1.17,0.00
-1.14,1.14,0.00
-0.54,0.15,0.00
-0.42,1.66,0.00
-1.07,-1.33,0.00
-0.79,1.20,0.00
-1.35,-0.38,0.00
1.23,0.50,1.00
0.98,-1.43,1.00
-0.27,2.68,0.00
-0.75,1.07,0.00
-1.26,-1.47,0.00
-0.94,-0.87,0.00
0.87,1.49,1.00
-1.05,-0.58,0.00
-0.86,-0.64,0.00
1.26,0.51,1.00
-0.28,-1.29,0.00
-1.02,-0.97,0.00
-1.24,-0.18,0.00
1.04,1.04,1.00
-1.72,-2.02,0.00
-0.94,-0.07,0.00
-0.30,0.36,0.00
-0.45,-1.56,0.00
-1.23,-1.07,0.00
-0.96,0.88,0.00
-1.93,-0.88,0.00
-0.21,-0.87,0.00
-0.93,-1.18,0.00
-0.98,2.71,0.00
-1.01,0.41,0.00
1.13,0.76,1.00
-1.22,0.46,0.00
-1.42,1.84,0.00
0.83,1.39,1.00
-0.07,0.10,0.00
-0.61,-1.17,0.00
-1.47,0.35,0.00
-0.12,-0.80,0.00
-1.17,1.71,0.00
-0.03,2.10,0.00
0.95,-0.56,0.00
0.39,-0.38,0.00
-1.21,-1.60,0.00
-1.45,0.28,0.00
-0.15,-1.09,0.00
-0.88,-0.64,0.00
-0.50,1.64,0.00
-0.24,-1.04,0.00
0.30,-0.63,0.00
-0.80,0.34,0.00
-0.70,-1.13,0.00
-1.31,0.91,0.00
-0.73,1.40,0.00
-1.31,-0.62,0.00
-0.46,-0.05,0.00
-1.30,1.28,0.00
-0.79,0.58,0.00
-2.34,-1.29,0.00
-0.21,-0.09,0.00
-1.53,-0.04,0.00
-0.89,1.34,0.00
-0.63,-1.03,0.00
-0.82,-0.30,0.00
-1.00,-1.31,0.00
-0.89,1.26,0.00
-1.17,-0.65,0.00
-0.80,1.62,0.00
-0.95,0.42,0.00
-1.34,-1.24,0.00
-0.98,2.41,0.00
-0.07,1.93,0.00
-1.42,-1.63,0.00
-0.91,1.21,0.00
-1.24,1.63,0.00
0.99,0.68,1.00
0.09,0.16,0.00
-1.42,1.83,0.00
1.10,1.03,1.00
-1.09,-1.17,0.00
-0.18,0.22,0.00
-1.11,0.63,0.00
-0.44,1.79,0.00
-1.13,-1.28,0.00
-1.14,-1.63,0.00
-1.02,-0.32,0.00
-1.76,0.28,0.00
-1.20,-0.54,0.00
-1.01,-0.67,0.00
-1.12,-0.10,0.00
-1.21,-0.65,0.00
-0.43,-1.24,0.00
-1.28,0.32,0.00
-0.79,-1.56,0.00
-0.88,-1.26,0.00
-0.61,-1.71,0.00
-0.99,1.55,0.00
-0.71,0.52,0.00
-1.40,-0.54,0.00
-1.36,-0.25,0.00
0.82,-0.47,0.00
-1.28,-1.38,0.00
-0.77,0.91,0.00
-2.07,-1.48,0.00
0.88,1.28,1.00
0.74,1.53,1.00
-1.00,-0.91,0.00
-1.03,0.39,0.00
-1.25,-0.35,0.00
0.94,0.95,1.00
-0.94,-0.14,0.00
-0.81,-0.40,0.00
-1.77,-0.64,0.00
-0.12,0.44,0.00
-1.74,-1.60,0.00
-1.58,1.21,0.00
-1.02,-1.10,0.00
-1.36,0.17,0.00
-0.25,-0.98,0.00
-1.05,1.66,0.00
-0.93,1.66,0.00
-0.51,-0.39,0.00
-1.60,-0.51,0.00
-1.32,-1.40,0.00
-1.35,-0.94,0.00
0.38,-1.12,0.00
-1.92,0.72,0.00
-0.95,-1.29,0.00
-0.61,-0.31,0.00
-0.44,-1.00,0.00
-1.38,1.11,0.00
-0.53,1.06,0.00
-1.07,-2.46,0.00
-1.60,2.34,0.00
-1.48,-0.18,0.00
-0.94,-1.63,0.00
-0.85,-0.84,0.00
0.01,-0.32,0.00
-0.32,-1.64,0.00
-0.80,-1.11,0.00
-0.76,0.75,0.00
-0.60,-0.88,0.00
-0.57,-1.71,0.00
-1.34,0.97,0.00
1.11,0.70,1.00
-1.00,-1.27,0.00
-0.71,-0.31,0.00
-1.10,-1.31,0.00
-1.17,-1.25,0.00
0.67,1.80,1.00
-0.26,0.75,0.00
-0.22,0.66,0.00
-0.16,-1.75,0.00
-1.25,-1.41,0.00
-0.23,1.31,0.00
-1.95,1.28,0.00
-1.31,2.13,0.00
-0.64,-0.12,0.00
-1.18,-1.07,0.00
0.95,-1.24,1.00
1.23,-0.75,1.00
1.24,0.40,1.00
-0.05,-0.06,0.00
-0.56,0.76,0.00
-1.67,1.46,0.00
-0.31,-1.22,0.00
0.25,-0.79,0.00
-0.91,-0.81,0.00
-0.99,1.53,0.00
-1.39,-0.95,0.00
-0.53,-0.27,0.00
-1.57,-1.89,0.00
-1.79,-0.71,0.00
1.03,1.00,1.00
-0.35,-1.33,0.00
-0.26,1.13,0.00
-0.78,0.72,0.00
-0.27,0.51,0.00
-1.20,-1.01,0.00
-1.88,1.29,0.00
-1.34,1.62,0.00
-0.77,0.50,0.00
-1.52,0.65,0.00
-0.47,1.12,0.00
-0.86,1.53,1.00
-0.83,0.52,0.00
0.93,1.21,1.00
-0.67,0.02,0.00
-0.99,1.76,0.00
-0.19,1.69,0.00
-0.83,0.42,0.00
-1.82,-1.08,1.00
-1.84,-1.92,0.00
-0.83,-1.08,0.00
-0.75,0.94,0.00
-0.75,-1.38,0.00
-0.28,0.59,0.00
-1.13,1.35,0.00
-0.96,-1.17,0.00
-0.31,-1.83,0.00
-0.85,-0.67,0.00
1.39,0.07,1.00
-2.45,-1.78,0.00
-2.21,-1.35,0.00
-1.32,-1.47,0.00
-0.99,-0.43,0.00
-0.82,1.52,0.00
-0.67,0.41,0.00
-0.35,1.02,0.00
-1.94,0.93,0.00
-1.06,1.09,0.00
-1.76,0.27,0.00
-1.71,-1.41,0.00
-0.98,0.99,0.00
-0.31,0.05,0.00
-0.19,-1.90,0.00
-0.71,-2.63,0.00
-0.84,0.94,0.00
0.04,-0.81,0.00
-0.89,-1.26,0.00
0.49,2.12,1.00
-1.32,1.45,0.00
-0.43,1.31,0.00
-0.72,1.52,0.00
-1.24,1.05,0.00
-1.23,0.91,0.00
-0.91,0.64,0.00
-0.43,-1.40,0.00
-1.08,1.26,0.00
-0.44,-1.32,0.00
-1.52,1.57,0.00
-0.29,-0.29,0.00
1.30,0.57,1.00
-1.30,1.45,0.00
-0.83,0.95,0.00
-0.77,1.03,0.00
-1.29,-1.66,0.00
-1.22,-0.75,0.00
-1.27,-0.43,0.00
-1.39,0.99,0.00
-0.09,-0.54,0.00
-1.75,0.68,0.00
-0.27,0.93,0.00
-2.09,0.59,0.00
-1.56,1.09,0.00
-1.10,-1.83,0.00
-1.05,-1.21,0.00
-0.71,0.93,0.00
-1.41,0.63,0.00
-0.72,-0.95,0.00
-1.41,-0.59,0.00
-1.44,0.66,0.00
-0.09,-0.45,0.00
-0.23,0.65,0.00
-1.22,-1.07,0.00
-0.71,0.83,0.00
-1.44,1.93,0.00
-0.51,-0.29,0.00
-0.69,0.84,0.00
-0.97,-0.66,0.00
-1.46,0.20,0.00
-0.19,0.09,0.00
1.10,0.89,1.00
-0.10,-1.19,1.00
-0.87,1.17,0.00
-0.65,1.01,0.00
-1.50,1.19,0.00
-0.89,1.11,0.00
-1.47,1.23,0.00
-1.53,-0.23,0.00
0.04,0.82,0.00
-0.72,0.73,0.00
-1.21,-1.31,0.00
-1.43,0.59,0.00
-1.32,-1.35,0.00
-1.43,-0.60,0.00
-0.70,0.53,0.00
0.17,1.18,0.00
-1.33,1.26,0.00
-0.39,1.00,0.00
-1.28,-1.12,0.00
-1.26,1.77,0.00
-0.45,-1.33,0.00
-0.60,0.65,0.00
-1.15,0.28,0.00
-0.67,2.41,0.00
-0.93,-0.98,0.00
-1.01,-0.85,0.00
-1.38,1.37,0.00
1.00,-2.42,1.00
-1.83,-2.01,0.00
-0.39,1.87,0.00
0.52,0.26,0.00
-1.65,-1.15,0.00
-1.53,0.18,0.00
-1.92,2.68,0.00
-0.84,-2.01,0.00
-1.31,-1.07,0.00
-1.17,0.90,0.00
-1.10,-0.59,0.00
-0.74,2.46,0.00
-0.99,-1.44,0.00
-1.45,-1.32,0.00
-0.66,-0.85,0.00
-1.43,1.19,0.00
-1.82,2.27,0.00
-0.99,1.29,0.00
-0.08,0.14,0.00
-1.40,0.10,0.00
-1.44,-1.09,0.00
-0.45,2.21,0.00
-1.30,1.28,0.00
-0.91,-1.54,0.00
-0.18,-0.11,0.00
-2.88,-1.51,0.00
-1.16,-0.98,0.00
-1.15,0.48,0.00
-0.76,1.96,0.00
-1.20,0.33,0.00
-1.44,1.08,0.00
-0.40,2.17,0.00
0.74,1.34,1.00
1.24,0.45,1.00
0.22,-0.43,0.00
-1.01,1.02,0.00
-1.00,-1.03,0.00
-0.42,-0.44,0.00
-1.44,1.31,0.00
-0.73,-0.97,0.00
-0.53,-0.02,0.00
-1.50,-1.76,0.00
-0.36,1.04,0.00
-1.36,-1.41,0.00
-1.38,3.07,0.00
-0.86,-1.48,0.00
-1.00,1.66,0.00
-1.83,0.50,0.00
-1.11,-1.21,0.00
-1.39,-0.96,0.00
-0.82,0.72,0.00
-0.86,-1.21,0.00
-1.15,-0.49,0.00
0.93,-1.39,1.00
1.14,1.05,1.00
-1.35,-0.65,0.00
-0.20,-0.08,0.00
0.07,1.25,0.00
-1.02,0.86,0.00
-0.71,-1.48,0.00
-1.06,-0.67,0.00
-0.25,-0.97,0.00
-1.31,0.54,0.00
-1.72,-1.61,0.00
-0.44,1.32,0.00
-0.53,1.10,0.00
-0.47,-0.84,0.00
-0.97,-1.12,0.00
0.67,0.21,0.00
-1.31,1.70,0.00
-1.60,-1.15,0.00
-0.68,0.56,0.00
-1.18,0.97,0.00
-1.02,0.30,0.00
-0.61,-2.19,0.00
-0.50,1.14,0.00
-1.18,0.66,0.00
-0.83,-0.31,0.00
-0.96,0.91,0.00
-0.84,0.14,0.00
-0.86,-0.70,0.00
-0.62,1.46,0.00
-0.59,0.68,0.00
0.78,1.54,1.00
0.90,1.13,1.00
-1.65,-1.14,0.00
-1.01,0.35,0.00
-1.20,-0.84,0.00
-1.02,-0.71,0.00
-2.36,-1.03,0.00
-1.79,-1.66,0.00
-1.60,-0.07,0.00
-0.32,-1.66,0.00
-1.26,1.04,0.00
-0.98,0.23,0.00
-0.97,1.92,0.00
-1.11,-0.80,0.00
-1.42,-1.90,0.00
-1.26,-1.32,0.00
-0.81,-0.50,0.00
-0.62,-0.18,0.00
1.21,0.53,1.00
-0.55,1.03,0.00
-0.66,-0.25,0.00
-2.02,-0.21,0.00
-0.39,-1.03,0.00
-0.67,2.06,0.00
-2.10,-0.50,0.00
0.82,1.21,1.00
-1.06,0.76,0.00
-0.64,1.83,0.00
-0.26,-0.43,0.00
-0.97,0.78,0.00
-1.82,-1.72,0.00
-0.12,0.40,0.00
-1.26,-0.21,0.00
0.97,0.78,1.00
0.95,-1.05,1.00
-1.35,-2.17,0.00
-1.28,2.61,0.00
-0.62,1.81,0.00
-0.38,1.13,0.00
-1.65,1.94,0.00
-0.97,1.10,0.00
1.00,1.15,1.00
-1.03,-0.60,0.00
-1.54,3.54,0.00
-1.57,-1.74,0.00
-1.58,-0.69,0.00
-0.88,-0.15,0.00
-2.19,1.75,0.00
0.91,1.36,1.00
-0.14,-0.09,0.00
-1.20,0.96,0.00
-0.75,-0.06,0.00
-1.10,1.74,0.00
-1.05,-0.58,0.00
-0.91,-1.43,0.00
-1.57,-1.90,0.00
-0.70,1.00,0.00
-1.13,1.24,0.00
1.19,-0.10,1.00
-1.06,0.73,0.00
-0.77,1.21,0.00
-1.29,0.79,0.00
-1.91,-1.69,0.00
-0.43,0.43,0.00
-1.13,-1.18,0.00
-0.89,-0.92,0.00
-0.86,-2.11,0.00
-1.28,-1.06,0.00
-0.67,1.26,0.00
-0.71,1.17,0.00
-1.03,0.32,0.00
-1.15,-2.37,0.00
-0.54,-0.03,0.00
-0.74,1.30,0.00
-1.05,-0.60,0.00
-0.39,0.49,0.00
1.03,-0.23,1.00
1.06,0.85,1.00
-0.88,1.18,0.00
-1.92,-1.04,0.00
-0.54,-1.05,0.00
-2.43,-0.57,0.00
-0.72,0.69,0.00
-1.25,2.87,0.00
-1.12,-1.65,0.00
-0.35,-0.37,0.00
-0.57,-0.99,0.00
-1.44,-1.32,0.00
0.91,-0.65,1.00
-0.76,1.15,0.00
-1.42,-1.63,0.00
0.94,-1.26,1.00
0.97,1.09,1.00
-1.90,0.96,0.00
-0.59,0.54,0.00
-0.74,-0.31,0.00
-0.25,1.99,0.00
-1.65,1.13,0.00
-0.96,-0.40,0.00
-1.33,-0.57,0.00
1.10,-0.98,1.00
-0.40,-1.47,0.00
-1.17,-1.69,0.00
-0.28,-0.51,0.00
-1.11,0.22,0.00
-0.72,-0.06,0.00
-0.93,0.28,0.00
-0.71,-0.11,0.00
-0.70,0.08,0.00
0.91,-2.22,1.00
-1.29,1.24,0.00
0.41,0.85,0.00
-1.09,0.15,0.00
-0.79,-1.28,0.00
-0.18,0.73,0.00
-1.37,-1.16,0.00
-1.25,-0.84,0.00
-1.13,-0.88,0.00
1.01,-0.98,1.00
-1.10,-2.53,0.00
-0.87,1.20,0.00
-1.66,-1.72,0.00
0.17,-1.33,0.00
-1.23,-1.06,0.00
-0.34,-1.12,0.00
-0.57,-0.03,0.00
-1.52,-0.34,0.00
-1.30,0.63,0.00
-1.54,0.24,0.00
-1.41,1.77,0.00
0.64,-0.60,1.00
-0.58,1.19,0.00
-1.17,-1.18,0.00
-0.58,0.32,0.00
-1.04,1.24,0.00
-1.14,-1.32,0.00
-1.75,0.24,0.00
1.04,0.75,0.00
-0.42,-0.38,0.00
-0.66,0.73,0.00
-1.00,-0.87,0.00
-0.78,-0.78,0.00
-0.68,1.19,0.00
-0.53,0.24,0.00
-0.26,-0.56,0.00
1.05,0.81,1.00
0.98,0.87,1.00
-0.63,-1.55,0.00
1.01,-0.32,1.00
-0.82,1.38,0.00
-2.01,1.09,0.00
-1.96,-1.72,0.00
1.03,-1.55,1.00
1.16,-2.23,1.00
-0.71,-0.09,0.00
-1.40,2.74,0.00
-0.29,1.43,0.00
-2.11,-1.23,0.00
-0.73,-1.10,0.00
-1.33,-1.13,0.00
-1.53,0.65,0.00
-0.68,-1.22,0.00
1.24,0.32,1.00
-0.42,-1.87,0.00
-0.13,-0.47,0.00
-1.28,0.99,0.00
-1.34,1.56,0.00
-1.91,0.62,0.00
-0.91,-1.96,0.00
-1.49,-1.68,0.00
0.90,-0.62,1.00
-0.54,0.30,0.00
-0.74,-1.27,0.00
-0.84,0.76,0.00
-0.94,1.78,0.00
-0.35,0.43,0.00
-1.23,-1.32,0.00
-1.71,-1.11,0.00
1.03,-1.76,1.00
-0.45,-0.58,0.00
-1.54,-0.87,0.00
-1.09,-0.04,0.00
-1.80,-1.16,0.00
-1.42,0.67,0.00
-1.20,0.78,0.00
-1.29,-0.31,0.00
-1.73,1.52,0.00
-1.62,-1.20,0.00
1.03,-1.49,1.00
-0.20,-1.37,0.00
1.09,-0.15,1.00
-0.91,0.47,0.00
-1.49,1.35,0.00
-1.00,-0.61,0.00
-0.52,1.63,0.00
-1.66,-1.33,0.00
-1.06,0.63,0.00
-0.83,0.88,0.00
-0.96,-1.00,0.00
-0.90,1.04,0.00
-0.92,0.05,0.00
-0.63,-1.02,0.00
-1.08,-1.01,0.00
-0.17,0.03,0.00
-0.36,-0.40,0.00
-0.92,-1.15,0.00
-1.48,0.87,0.00
-0.84,-1.30,0.00
-0.40,1.81,0.00
-1.31,-1.91,0.00
-1.68,-1.46,0.00
-1.02,0.33,0.00
-0.76,-1.08,0.00
-1.13,-0.03,0.00
-1.30,-1.88,0.00
0.22,-0.26,0.00
-1.46,0.73,0.00
-2.34,-0.41,0.00
-0.63,0.77,0.00
-0.43,-0.01,0.00
1.19,0.73,1.00
-1.58,-0.83,0.00
-1.84,1.89,0.00
-1.20,-1.11,0.00
-1.92,-1.24,0.00
-0.67,0.33,0.00
0.51,-0.41,0.00
-0.79,0.43,0.00
0.88,0.92,1.00
-1.18,0.88,0.00
0.93,1.48,1.00
-0.64,0.48,0.00
-0.57,-0.18,0.00
-0.91,-0.10,0.00
-0.86,-1.06,0.00
-1.21,2.32,0.00
-0.60,-0.33,0.00
-1.48,-0.29,0.00
-0.83,-0.81,0.00
-1.31,-0.34,0.00
-0.70,-1.21,0.00
-0.98,-0.93,0.00
0.66,1.76,1.00
-0.33,-2.05,0.00
-1.21,-0.81,0.00
0.70,1.65,1.00
-0.45,-1.02,0.00
-0.58,-1.40,0.00
-0.83,-1.34,0.00
-0.51,-1.26,0.00
-0.62,-1.13,1.00
-0.52,1.14,0.00
-1.48,-1.20,0.00
-0.39,0.53,0.00
-1.02,-0.59,0.00
-1.62,-0.32,0.00
-1.70,-0.38,0.00
-0.06,-0.11,0.00
1.04,-1.07,1.00
-2.09,1.91,0.00
-1.13,0.98,0.00
-1.38,-1.17,0.00
-2.09,-1.65,0.00
-0.69,-0.15,0.00
-1.09,-2.02,0.00
-0.82,-1.17,0.00
-1.43,-1.28,0.00
-1.45,0.55,0.00
-0.72,-0.70,0.00
-1.07,-0.02,0.00
-0.94,-0.70,0.00
-1.19,1.63,0.00
-0.79,-0.83,0.00
-2.62,-1.66,0.00
-1.57,-0.76,0.00
-0.98,-0.20,0.00
0.85,0.20,1.00
-0.14,0.70,0.00
-0.61,0.30,0.00
-0.73,-1.15,0.00
-1.47,-0.55,0.00
-0.54,0.82,0.00
-0.07,-1.12,0.00
-0.95,0.81,0.00
0.16,0.79,0.00
-1.27,-1.00,0.00
-1.19,0.57,0.00
-1.52,-1.26,0.00
-1.33,0.43,0.00
-1.70,1.51,0.00
-0.99,-0.71,0.00
-1.30,0.77,0.00
-0.64,0.48,1.00
-0.85,-0.83,0.00
-0.71,0.68,0.00
-0.94,0.34,0.00
-1.18,-0.75,0.00
1.00,-1.37,1.00
-0.02,0.06,0.00
1.05,1.23,1.00
-0.82,-0.65,0.00
-0.78,-1.15,0.00
1.03,-0.18,1.00
-0.77,-1.78,0.00
-0.92,1.59,0.00
-1.07,-0.75,0.00
-1.03,1.98,0.00
-1.31,1.74,0.00
-0.95,-0.45,0.00
-0.20,-1.00,0.00
1.12,0.45,1.00
-0.78,1.07,0.00
-0.23,1.09,0.00
-0.77,-1.67,0.00
-0.71,0.05,0.00
0.16,0.02,0.00
-0.29,1.02,0.00
-1.91,-1.08,0.00
-0.83,-0.78,0.00
-1.64,0.87,0.00
-1.01,-0.61,0.00
-1.51,-1.69,0.00
-1.23,0.87,0.00
-0.93,0.99,0.00
-1.99,-0.71,0.00
-1.10,-1.58,0.00
-0.62,-0.06,0.00
-0.95,2.15,0.00
-1.77,-1.10,0.00
-2.07,-0.46,0.00
-2.47,-0.72,0.00
-1.23,1.51,0.00
-1.30,-1.48,0.00
-1.15,-1.15,0.00
-0.41,-1.38,0.00
-1.55,-0.63,0.00
0.05,-0.91,0.00
-0.90,1.47,0.00
0.54,1.97,1.00
-1.61,0.79,0.00
-1.09,2.91,0.00
0.38,1.19,0.00
-0.21,1.13,0.00
-1.05,1.52,0.00
-1.29,-1.86,0.00
-0.59,1.29,0.00
-0.96,1.01,0.00
-0.19,-0.61,0.00
-1.19,-1.48,0.00
-0.79,1.28,0.00
-0.42,0.88,0.00
-1.21,-0.36,0.00
-1.60,-0.67,0.00
-2.27,-0.59,0.00
-0.93,-1.00,0.00
-1.83,-1.01,0.00
-1.38,2.00,0.00
1.17,0.87,1.00
-0.57,-2.57,0.00
-0.93,0.83,0.00
-1.04,-0.24,0.00
-0.77,0.53,0.00
-0.76,1.88,0.00
-1.46,0.46,0.00
-0.38,-0.78,0.00
-1.48,-0.06,0.00
-1.31,2.33,0.00
0.81,1.18,1.00
-0.56,-0.47,0.00
-0.80,0.27,0.00
-0.80,1.65,0.00
-1.74,-1.72,0.00
-0.73,1.02,0.00
-0.89,0.23,0.00
-0.82,-0.83,0.00
-1.36,0.23,0.00
-0.09,0.24,0.00
-0.93,2.90,0.00
-0.73,1.60,0.00
-0.82,1.27,0.00
-1.85,0.27,0.00
0.01,1.14,0.00
-0.95,2.46,0.00
-0.43,0.60,0.00
-0.49,1.08,0.00
-1.60,0.29,0.00
-1.13,-0.88,0.00
-1.05,-1.30,0.00
-1.77,-2.13,0.00
-0.78,1.79,1.00
-0.44,-1.12,0.00
-0.63,1.22,0.00
1.01,0.70,1.00
-0.82,-1.48,0.00
-0.47,0.13,0.00
-0.61,0.91,0.00
-0.61,2.03,0.00
-0.68,-0.84,0.00
1.25,0.30,1.00
-1.33,-1.71,0.00
-1.08,-2.20,0.00
-1.46,-0.40,0.00
-1.27,-0.55,0.00
-1.84,-1.04,0.00
-1.43,-0.66,0.00
-1.35,-0.29,0.00
1.06,-2.94,1.00
-0.25,1.70,0.00
-0.64,-1.33,0.00
-1.58,-1.22,0.00
-1.98,-0.71,0.00
-1.57,2.56,0.00
-1.64,1.33,0.00
-1.91,-1.65,0.00
-0.88,-0.32,0.00
-1.02,0.30,0.00
-0.97,-1.48,0.00
-2.04,1.77,0.00
-0.36,1.67,0.00
1.30,0.36,1.00
-0.06,0.93,0.00
-0.46,-0.66,0.00
1.02,-1.27,1.00
0.02,-0.36,0.00
-0.99,-0.10,0.00
-0.25,-0.07,0.00
-0.63,-1.64,0.00
-1.55,0.83,0.00
0.69,-2.51,1.00
-0.48,-1.03,0.00
-0.78,1.57,0.00
0.92,1.49,1.00
-0.18,-0.05,0.00
-1.42,-1.02,0.00
-0.84,-0.20,0.00
-1.39,0.63,0.00
-2.30,1.92,0.00
-1.36,1.03,0.00
-1.29,1.81,0.00
-1.65,-0.76,0.00
-0.99,-1.60,1.00
-0.88,-0.23,0.00
-0.86,0.76,0.00
-1.02,-0.85,0.00
-1.21,-0.23,0.00
-2.69,-0.74,0.00
-1.80,0.66,0.00
0.34,-1.01,0.00
-2.26,-0.63,0.00
-0.27,-0.49,0.00
-0.78,-1.54,0.00
-0.89,0.10,0.00
0.02,-1.06,0.00
-0.84,0.58,0.00
-0.20,0.44,0.00
-1.51,1.68,0.00
-1.36,-0.09,0.00
-0.98,1.52,0.00
-1.11,0.89,0.00
0.78,1.34,1.00
-1.35,-2.27,0.00
-1.43,1.11,0.00
-1.29,0.87,0.00
-1.44,1.64,0.00
-0.18,0.45,0.00
-1.13,1.80,0.00
-0.75,0.65,0.00
-1.17,2.18,0.00
-0.87,-0.90,0.00
-0.85,-1.13,0.00
-1.52,-0.93,0.00
-1.39,-1.26,0.00
-1.07,-0.43,0.00
-1.54,1.78,0.00
-0.69,-0.63,0.00
-0.68,-1.09,0.00
-1.28,-1.96,0.00
-0.32,2.14,0.00
0.88,0.87,1.00
-1.19,0.80,0.00
1.03,1.02,1.00
-2.35,-1.41,0.00
-1.19,-1.26,0.00
-1.42,-0.62,0.00
-0.99,1.42,0.00
-0.74,-1.14,0.00
-1.26,-0.59,0.00
